app_package,category,confidence,reason
com.omer.ropeanddemolishhh,social_entertainment,high,休闲破坏类游戏
com.rope.roperesge,social_entertainment,high,休闲绳索类游戏
com.studio27.MelonPlayground,social_entertainment,high,沙盒模拟游戏
com.yottagames.gameofmafia,social_entertainment,high,黑帮策略游戏
gun.simulator.gun.sounds.lightsaber.taser.timebombs.prank,social_entertainment,high,恶搞音效工具
video.clip.call.fake.chat.message.prank,social_entertainment,high,假聊天恶搞应用
clashfanatic.tips.guide.clashofclans,social_entertainment,high,游戏攻略辅助
com.wonderful.sandcrush,social_entertainment,high,休闲消除游戏
com.Lexicon.Warsgd,social_entertainment,medium,策略战争游戏
com.pianonbeat.rhythm,social_entertainment,high,音乐节奏游戏
com.luckydog.chatsgo,social_entertainment,medium,社交聊天应用
beatmaker.edm.musicgames.beathop,social_entertainment,high,音乐节奏游戏
com.MasihBelajar.EDMLabubuDanceHopTiles,social_entertainment,high,音乐舞蹈游戏
com.bilkon.easypiano,social_entertainment,high,钢琴模拟娱乐应用
com.catdecorate.puzzle.rungame.free,social_entertainment,high,休闲拼图游戏
com.dlsfootball.quiz.pro,social_entertainment,high,足球问答游戏
com.fargus.pianomaster.taptilesindonesia,social_entertainment,high,钢琴节奏游戏
com.fatcat.PrincessCourseDiary,social_entertainment,high,公主换装游戏
com.gogo.school.kids.hairstyles.makeup.artist.girls.salon,social_entertainment,high,儿童化妆游戏
com.luckyup.bikedash3d.vivo,social_entertainment,high,自行车竞速游戏
com.race.brick.cl,social_entertainment,high,赛车砖块游戏
com.royalking.princessweddingmagicmakeupsalondiarypart1,social_entertainment,high,公主化妆游戏
com.seni.kue.vvv,social_entertainment,medium,烘焙模拟游戏
foot.doctor.games,social_entertainment,high,足部医生模拟游戏
com.tapfire.myperfectfarm.simulation.games,social_entertainment,high,农场模拟游戏
com.add.verychat_app,social_entertainment,medium,社交聊天应用
com.costik.arisan,social_entertainment,medium,印尼阿利桑社交
com.sondo.music.ai,social_entertainment,medium,AI音乐生成
snake.game.ular.cacing.permainan.worm,social_entertainment,high,贪吃蛇游戏
com.topnewgames.bus.driving.games.free,social_entertainment,medium,巴士驾驶模拟游戏
com.upwise.hotpot.crush,social_entertainment,medium,消除类休闲游戏
com.artifexmundi.mopa1.gp,social_entertainment,medium,解谜冒险游戏
com.gameeapp.android.app.hexaflip,social_entertainment,medium,休闲小游戏平台
com.game.trllly.racego,social_entertainment,medium,赛车竞速游戏
com.despia.dramasingkat,social_entertainment,medium,短剧视频应用
com.nextstep.fruitscut,social_entertainment,medium,切水果休闲游戏
com.conglt.sticker.app.aisticker.android,social_entertainment,medium,AI表情包制作
com.flystudio.video.vitube,social_entertainment,medium,视频播放工具
com.funbit.android,social_entertainment,medium,休闲游戏应用
com.normalmod.modjalanrusakbussidlumpur,social_entertainment,medium,游戏模组应用
com.tools.simpleguitar.learn.guitar,social_entertainment,medium,吉他学习娱乐
com.wastickerapps.lovestickers.stickersforwhatsapp.techo,social_entertainment,medium,WhatsApp表情包
air.jp.globalgear.psycho2,social_entertainment,medium,恐怖解谜游戏
com.avatarlife.avatarstory.mystory.myworld.mywonder,social_entertainment,medium,虚拟形象社交游戏
beatmaker.edm.musicgames.pianofire2.afr,social_entertainment,medium,音乐节奏游戏
id.playtopia.app,social_entertainment,medium,游戏平台应用
com.crrepa.band.fila,social_entertainment,medium,音乐节奏游戏
com.vng.sea.metalslug,social_entertainment,high,合金弹头游戏
com.combineinc.streetracing.driftthreeD,social_entertainment,medium,街头赛车游戏
com.square_enix.android_googleplay.mangaup_global,social_entertainment,high,SE官方漫画应用
com.Helium9Games.TennisArena2021,social_entertainment,medium,网球体育游戏
com.bonnecreativite.tiletapmaster,social_entertainment,high,休闲点击游戏
com.super4.preschool.early.learn.games.kids.puzzle.jigsaw,social_entertainment,medium,儿童拼图游戏
com.mergemaster.dinosaurs,social_entertainment,medium,恐龙合成游戏
com.kids.piano.free.game,social_entertainment,medium,儿童钢琴游戏
com.geck.piano.cattiles.edm,social_entertainment,medium,钢琴节奏游戏
com.fun.escaperunner,social_entertainment,medium,跑酷逃生游戏
com.casual.game.boba.tea.drink,social_entertainment,medium,奶茶制作休闲游戏
com.casual.diy.boba.tea,social_entertainment,medium,奶茶制作休闲游戏
com.rzerogames.charliechalle,social_entertainment,medium,休闲挑战游戏
com.maritime.commando.shooting.battlefield,social_entertainment,high,射击战斗游戏
com.hamdalah.lagudjremixindonesia,social_entertainment,high,印尼DJ音乐
com.DefaultCompany.BloodBox,social_entertainment,medium,游戏
com.miniit.iracing,social_entertainment,high,赛车游戏
com.cedargames.particle.pop3d,social_entertainment,high,消除游戏
com.game.acm_android,social_entertainment,medium,休闲游戏
com.kb.nemocolor,social_entertainment,high,填色游戏
com.nonogram.color.picturecross.sudoku.puzzle,social_entertainment,high,数独拼图
com.red.arrows.android,social_entertainment,medium,休闲游戏
com.skewer.roasted.grill.cooking.sort.jam,social_entertainment,high,烹饪排序
com.ucdevs.jcross,social_entertainment,high,填字游戏
org.popapp.nonograms,social_entertainment,high,Nonogram游戏
com.PetirtuneniCun.game,social_entertainment,medium,休闲游戏
com.TechApp.DriftEscape,social_entertainment,high,赛车游戏
com.seaflod.treasurerush,social_entertainment,high,跑酷游戏
com.mage.goalbattle,social_entertainment,high,足球对战
com.xydnm.DoNotMove,social_entertainment,medium,休闲游戏
com.dsonline.jewelpopper,social_entertainment,high,宝石消除
com.fungames.battletanksbeta,social_entertainment,high,坦克对战
com.fungames2d.furry.pop,social_entertainment,high,消除游戏
com.HikmahMustopa.UltraHyperGutsTrigger,social_entertainment,medium,游戏
com.izakuchi.Decade,social_entertainment,medium,游戏
com.gramgames.tenten,social_entertainment,high,Tenten游戏
com.irccloud.android,social_entertainment,high,IRC聊天
topgame.wondertile.com,social_entertainment,high,消除游戏
com.turborocketgames.wildcraft,social_entertainment,high,Wildcraft游戏
com.TDMgame.DragArcadeOnline,social_entertainment,high,街机游戏
com.arkgame.fishingmaster,social_entertainment,high,钓鱼游戏
com.idbsstudio.mabartrukonline,social_entertainment,high,卡车模拟
com.cnbc.indonesia,social_entertainment,high,财经新闻
com.prismflow.water,social_entertainment,high,水流解谜
com.indofun.google.mmoswk,social_entertainment,high,MMO游戏
com.game.thiefmaster.idle,social_entertainment,high,放置游戏
com.solitaire.classic.card.jsan.game,social_entertainment,high,经典纸牌游戏
com.thegamerszone.zummaroyal,social_entertainment,high,休闲对战游戏
newspage8_256.NPEngine,social_entertainment,medium,新闻阅读引擎
classic.brick.games.tetris,social_entertainment,high,经典俄罗斯方块
com.soundmusicplayer.app,social_entertainment,medium,音乐播放器应用
com.word.search.zen.word.find.puzzle.game,social_entertainment,high,单词搜索益智游戏
ru.unisamp_mobile.game,social_entertainment,medium,休闲小游戏
com.blast.mahjong.match.free.vkcxh,social_entertainment,high,麻将消除游戏
com.brain.rot.merge.fight.cnapr,social_entertainment,high,益智合并战斗游戏
com.flora.fusion,social_entertainment,high,植物合成休闲游戏
com.flower.match.blast,social_entertainment,high,花朵消除游戏
com.relaxing.flower.match.gp,social_entertainment,high,休闲花朵匹配
com.gaminho.idleelevenfootball,social_entertainment,high,足球游戏
com.xteleremobilecompanyltd.GoalTile,social_entertainment,high,益智方块游戏
com.truyendiv.scoreboard,social_entertainment,medium,体育比分应用
com.gameyouyou.snacktile,social_entertainment,high,零食消除游戏
com.hazardcascadeevasion.hdcascadeevasionazar,social_entertainment,high,躲避障碍游戏
id.ndcreative.casual.blossom,social_entertainment,high,休闲开花游戏
com.katanlabs.findtheword,social_entertainment,high,找字休闲游戏
com.siimaaver.archery,social_entertainment,high,射箭游戏
com.superking.ludo.star,social_entertainment,high,Ludo桌游
com.thevoidmain.memekatta,social_entertainment,medium,休闲游戏
com.xmonetize.quizzland,social_entertainment,high,问答游戏
ugo.com.play.free.farmington,social_entertainment,high,农场游戏
com.base.commander,social_entertainment,medium,策略游戏
com.finance.clicker.idle.business.money.ceo.startup.rich.poor.man.empire.company.tycoon,social_entertainment,high,放置商业游戏
com.real.short.enjoy.drama.video.every.day,social_entertainment,medium,短剧视频应用
com.imayi.monstertruckgofree,social_entertainment,high,卡车游戏
com.xracer.nearme.gamecenter,social_entertainment,high,游戏中心
com.tapcolor.puzzle.sort.goods.match.triple,social_entertainment,high,三消游戏
com.bylbaycjd.luckyfarm,social_entertainment,high,农场模拟游戏
com.bylbfly.crazyfruit,social_entertainment,high,水果休闲游戏
com.candy.spin.smash.gp,social_entertainment,high,糖果消除游戏
com.crazyfruit.star,social_entertainment,high,水果休闲游戏
com.crescivegames.twistedtangle,social_entertainment,high,解谜休闲游戏
com.eco.coralblast,social_entertainment,high,消除休闲游戏
com.fruitbubbleboom.free,social_entertainment,high,泡泡消除游戏
com.hidden.difference.puzzle.happy.crazy.art.game,social_entertainment,high,找茬解谜游戏
com.jeweltycoon.android,social_entertainment,high,模拟经营游戏
com.magiclab.luckyball,social_entertainment,high,休闲球类游戏
com.magiclab.quiz,social_entertainment,high,问答休闲游戏
com.matchtilegame.game,social_entertainment,high,配对消除游戏
com.brainfun.tilecrash.tilematch.puzzle,social_entertainment,high,消除配对游戏
com.momokmonijy.funnyoparkgreatgg,social_entertainment,low,休闲小游戏
com.step.luckyrunning,social_entertainment,high,跑酷休闲游戏
com.stepwin.earn.walkmoney,social_entertainment,medium,走路赚钱游戏
com.tunecho.music,social_entertainment,high,音乐播放器
com.uwofncda.crafruits,social_entertainment,high,水果休闲游戏
com.water.sort.master.puzzle,social_entertainment,high,倒水解谜游戏
com.whektcejsdh.idlegamesjr,social_entertainment,high,放置类休闲游戏
com.yydlsggj.moneyquiz,social_entertainment,high,答题赚钱游戏
com.classic.dinoemulator.neschip,social_entertainment,high,复古游戏模拟器
com.drictorchating.anylokwod,social_entertainment,low,聊天交友应用
com.pixel.farmer.pixelfarmer,social_entertainment,high,像素农场游戏
com.boat.fishing.simulator,social_entertainment,high,钓鱼模拟游戏
com.game.animal.race,social_entertainment,high,动物赛车游戏
com.rich.person.roll,social_entertainment,high,骰子休闲游戏
com.Jewel.towerflip,social_entertainment,high,益智解谜游戏
com.battlecreek.americanmarksman,social_entertainment,high,射击类游戏
bounce.Dress.Up.Anime,social_entertainment,high,动漫换装游戏
com.yeknom.unicorncoloringpages,social_entertainment,high,填色游戏
com.dukulive.stream,social_entertainment,high,直播应用
com.alexa.club,social_entertainment,medium,社交娱乐
spider.solitaire.card.games.free.no.ads.klondike.solitare.patience.king,social_entertainment,high,纸牌游戏
com.gamovation.mahjongclub,social_entertainment,high,麻将游戏
st.ows.chess,social_entertainment,high,国际象棋
com.halfbrick.fruitninjafree,social_entertainment,high,水果忍者
com.EdiresaApps.FlashDiscoteca,social_entertainment,medium,闪光灯娱乐
bigtokapp.zz,social_entertainment,medium,TikTok相关
com.bm.pulsagram,social_entertainment,medium,社交娱乐
com.cube.out.jam.puzzle,social_entertainment,high,拼图游戏
moqbit.project.zero,social_entertainment,medium,游戏
air.ExtraLives,social_entertainment,medium,游戏
air.SuperCity,social_entertainment,high,城市建造
air.WRCareer,social_entertainment,high,赛车游戏
com.MDickie.WrestlingEmpire,social_entertainment,high,摔跤游戏
com.amg.fakechatprank,social_entertainment,high,假聊天恶搞
com.cg.cowboy,social_entertainment,medium,牛仔游戏
com.pixticle.bokuboku,social_entertainment,medium,休闲游戏
com.outfit7.mytalkingangelafree,social_entertainment,high,安吉拉游戏
com.ction.playergames,social_entertainment,medium,游戏
com.cutie.happycall,social_entertainment,medium,娱乐通话
com.moonfrog.ludo.club,social_entertainment,high,Ludo游戏
darbuka.android.game.percussion,social_entertainment,high,打击乐游戏
com.dragontreasure.dragonluck.qwety,social_entertainment,low,休闲游戏应用
com.mah.soli.senior,social_entertainment,low,纸牌休闲游戏
indianbhabhi.livechat.dating,social_entertainment,high,交友聊天应用
com.realmadridplay.app,social_entertainment,medium,皇马官方体育应用
net.supertreat.solitaire,social_entertainment,high,经典纸牌游戏
com.playtika.solitaire.pras,social_entertainment,high,纸牌接龙游戏
com.tree.hybrid.geartank,social_entertainment,high,坦克合成策略游戏
com.uprock.mining,social_entertainment,medium,挖矿休闲游戏
com.sbkgames.rallyracerdirt,social_entertainment,high,拉力赛车游戏
com.tuntun.tt,social_entertainment,medium,社交娱乐应用
com.ps.burger.stack.master.cooking.games,social_entertainment,high,汉堡烹饪游戏
com.apple.atve.androidtv.appletv,social_entertainment,high,影视流媒体
com.kingsgroup.ss.xiaomi,social_entertainment,high,策略生存游戏
com.youshort.adutech,social_entertainment,high,短视频应用
com.zoey.bearfish,social_entertainment,medium,休闲游戏应用
com.rioo.runnersubway,social_entertainment,high,地铁跑酷游戏
com.cedargames.tileclear,social_entertainment,high,消除休闲游戏
com.novelss.weread,social_entertainment,high,小说阅读应用
com.nyxio.tenebroj,social_entertainment,medium,休闲游戏应用
games.spearmint.tilematchhexa,social_entertainment,high,六边形消除
com.hungrystudio.block.puzzle.fun.brain.free,social_entertainment,high,方块益智游戏
water.sort.soda.color.puzzle.games.trans,social_entertainment,high,水排序益智
com.cancreative.psis_masyarakat,social_entertainment,medium,足球俱乐部应用
com.nature.hotwonder,social_entertainment,medium,休闲游戏应用
three.dd.wpp,social_entertainment,medium,社交辅助工具
wood.block.crush.adventure.puzzle.games,social_entertainment,high,木块消除游戏
com.artpol.cat.translator,social_entertainment,medium,趣味翻译娱乐
com.bravestars.savethedog.drawgame,social_entertainment,high,休闲绘画游戏drawgame
com.fyhk.craftman.mi,social_entertainment,high,沙盒建造模拟游戏
com.fyhk.odyssey.xm,social_entertainment,high,冒险探索类游戏
com.hks.Airplane.mi,social_entertainment,high,飞机模拟飞行游戏
com.hks.SpiderFighting.mi,social_entertainment,high,蜘蛛格斗动作游戏
com.hks.robotCar.mi,social_entertainment,high,机器人汽车变形游戏
com.lutech.pianoapp,social_entertainment,high,钢琴模拟游戏
com.amb.draw.to.childhoods,social_entertainment,medium,绘画休闲游戏
business.card.game,social_entertainment,medium,商业卡牌游戏
com.orangeapps.candyvalley,social_entertainment,high,糖果休闲游戏
com.hotplay.petexplosion,social_entertainment,high,休闲宠物游戏
com.hg.cupcakebaking.cakemaker.bakinggames.icecreamcake,social_entertainment,high,烘焙模拟游戏
com.netflix.NGP.FootballManagerMobile,social_entertainment,high,Netflix体育游戏
com.billiards.city.pool.nation.club,social_entertainment,high,台球休闲游戏
com.puzzle.fun.free.blockpuzzle,social_entertainment,high,方块益智游戏
com.games.bus.arrival,social_entertainment,high,巴士模拟游戏
com.bach.ball.charge,social_entertainment,high,弹球休闲游戏
com.kotar.sagittario,social_entertainment,medium,休闲游戏应用
com.miniclip.basketballstars,social_entertainment,high,篮球体育游戏
com.upwise.be.evolution,social_entertainment,medium,休闲进化游戏
com.gps.draw.flag.coloring.games,social_entertainment,high,填色休闲游戏
com.play.rosea,social_entertainment,medium,休闲游戏应用
watersort.puzzle.water.sort.ball.sort.logic.brain.game.color.fill,social_entertainment,high,水排序益智
com.wa.status.app.downloader.photo.video.status,social_entertainment,high,社交状态下载
com.gametion.snakesladders,social_entertainment,high,蛇梯棋游戏
text.or.words.games,social_entertainment,high,文字益智游戏
com.memeandsticker.personal,social_entertainment,high,表情包制作
com.firsttouchgames.dls3,social_entertainment,high,足球体育游戏
com.cookie.match3.casual,social_entertainment,high,三消休闲游戏
com.ysd.luckywheelluckydraw,social_entertainment,medium,幸运转盘游戏
com.reel.short.drama.crazy.popcorn,social_entertainment,high,短剧娱乐应用
com.tvb.ott.overseas.sg,social_entertainment,high,影视流媒体
com.hg.bfbb,social_entertainment,medium,休闲游戏应用
com.playdigious.littlenightmare,social_entertainment,high,恐怖冒险游戏
com.vk.vkvideo,social_entertainment,high,视频社交平台
org.plus18.android,social_entertainment,medium,社交娱乐应用
com.seriepulse.es,social_entertainment,medium,影视资讯应用
com.hotplay.eatingballs,social_entertainment,high,吃球大作战休闲游戏
com.partipost,social_entertainment,high,社交分享应用
com.miniit.brain,social_entertainment,high,脑力训练益智游戏
com.mjgf.pocket.xm,social_entertainment,high,口袋麻将休闲游戏
com.kigle.cocobi.playone,social_entertainment,high,儿童互动游戏
com.kigle.cocobi.world.one,social_entertainment,high,儿童世界探索游戏
com.rvappstudios.baby.games.piano.phone.kids,social_entertainment,high,儿童钢琴音乐游戏
com.rvappstudios.baby.phone.kids.games.toddler.learning.apps.lucas.and.friends,social_entertainment,high,幼儿学习互动游戏
com.rvappstudios.baby.toddler.kids.games.learning.activity,social_entertainment,high,幼儿早教活动游戏
com.tt.toddler.songs.tunes.fun.games,social_entertainment,high,幼儿儿歌娱乐游戏
learning.games.girls,social_entertainment,medium,女孩学习娱乐游戏
ccd.crazy.car.drivepro,social_entertainment,high,疯狂驾驶模拟游戏
com.quora.android,social_entertainment,high,Quora问答社区
com.crazylabs.dentist,social_entertainment,high,牙医模拟休闲游戏
com.ironboy.stickman.rope.hero,social_entertainment,high,火柴人英雄动作
com.mixmoji.emojifun,social_entertainment,medium,表情符号娱乐工具
com.kigle.cocobi.pizzamake,social_entertainment,high,披萨制作模拟游戏
ai.music.app,social_entertainment,medium,AI音乐播放应用
com.craft.roblock.city.game,social_entertainment,high,城市建造沙盒游戏
com.craftman.building.craftworld.go,social_entertainment,high,沙盒建造模拟游戏
com.cww.cubecraft,social_entertainment,high,方块建造游戏
com.draw.to.pee.bo,social_entertainment,high,绘画闯关休闲游戏
com.fp.freestyle.stuntrunning,social_entertainment,high,跑酷特技游戏
com.fusionmind.avatarworldcharacters,social_entertainment,high,虚拟角色装扮游戏
com.granny.cat.run.strophe.game,social_entertainment,high,猫咪跑酷游戏
com.mysalon.dev,social_entertainment,medium,沙龙模拟经营游戏
id.highfivestudio.stitchbluekoala,social_entertainment,high,缝合考拉休闲游戏
com.footballagent61,social_entertainment,medium,足球经理模拟游戏
com.nbaimd.gametime.nba2011,social_entertainment,high,NBA篮球体育游戏
com.netx.tv,social_entertainment,medium,电视直播流媒体
com.blendergame.smash,social_entertainment,high,粉碎解压休闲游戏
com.kigle.cocobi.icecreamtruck,social_entertainment,high,冰淇淋车经营游戏
com.kigle.cocobi.firefighter,social_entertainment,high,消防员模拟游戏
com.kigle.cocobi.bakery,social_entertainment,high,面包店经营游戏
com.xgame.motoRaceMaster.mi,social_entertainment,high,摩托赛车竞速游戏
freeplay.crowdrun.com,social_entertainment,high,人群跑酷休闲游戏
mml.studio.brainsurvival,social_entertainment,high,脑力生存闯关游戏
com.gf.bike.race.free.racing.games,social_entertainment,high,自行车赛车游戏
com.veitch.themelodymaster.pmf,social_entertainment,high,音乐节奏类游戏
com.mahjong.match.blast,social_entertainment,high,麻将消除休闲游戏
com.supermarket.journey,social_entertainment,high,超市经营模拟游戏
com.frojo.moy5,social_entertainment,high,Moy5虚拟宠物游戏
com.heatherglade.idleguy,social_entertainment,high,放置类休闲游戏
com.mad.ducklife,social_entertainment,high,鸭子生活模拟游戏
com.mad.ducklife1,social_entertainment,high,鸭子生活1代游戏
com.madfingergames.deadtrigger2,social_entertainment,high,死亡扳机2射击
com.metanote.boyandgirl.musicgame,social_entertainment,high,音乐节奏类游戏
com.mlkck.flowergame,social_entertainment,high,花朵主题休闲游戏
com.mobirix.scvb,social_entertainment,high,休闲小游戏合集
com.noodlecake.altosadventure,social_entertainment,high,阿尔托冒险滑雪
com.vividgames.realboxing,social_entertainment,high,真实拳击格斗游戏
com.vividgames.realboxing2,social_entertainment,high,真实拳击2代游戏
com.nes.lin.qcontra,social_entertainment,high,魂斗罗复古游戏
com.studio501.jumpdunk,social_entertainment,high,跳跃扣篮体育游戏
puzzlegame.buildfun.farmmatch,social_entertainment,high,农场消除休闲游戏
app.princessbabyphone.phonegame,social_entertainment,high,公主宝宝模拟游戏
com.MarsalBermain.MewarnaiGambar,social_entertainment,high,儿童填色绘画游戏
com.MarsalBermain.PuzzleGameAnakTKdanPAUD,social_entertainment,high,幼儿益智拼图游戏
com.iz.hospital.doctor.game.kids.girls.baby,social_entertainment,high,儿童医生模拟游戏
com.kidsworld.learn.music.play,social_entertainment,high,儿童音乐学习游戏
com.kigle.cocobi.babycare,social_entertainment,high,婴儿护理模拟游戏
com.mj.simulator.mi,social_entertainment,high,麻将模拟棋牌游戏
com.puzzle.water.sort.color.jam,social_entertainment,high,倒水解谜游戏
com.FRM.Reborn,social_entertainment,low,重生题材游戏
com.hele.indohero,social_entertainment,medium,本地游戏应用
com.bigcake.android.mahjongmatch,social_entertainment,medium,麻将消除游戏
com.katanlabs.monsterrushcardduel,social_entertainment,high,卡牌对战游戏
com.katanlabs.theStrokeofGenius,social_entertainment,high,益智绘画游戏
com.shclash.gprotwar,social_entertainment,high,策略战争游戏
com.app.imhuman,social_entertainment,medium,AI社交聊天
com.uefa.eurofantasy,social_entertainment,high,足球梦幻游戏
com.outfit7.gingersbirthdayfree,social_entertainment,high,汤姆猫生日游戏
com.pazugames.avatarmaker,social_entertainment,high,虚拟形象制作
com.loop.apple.grapple,social_entertainment,high,休闲抓取游戏
com.goplaytoday.sniper3d,social_entertainment,high,3D射击游戏
com.alpaca.android.readout,social_entertainment,medium,阅读资讯应用
co.tempo.media,social_entertainment,high,Tempo新闻媒体
com.gravity.PianoMusic.mi,social_entertainment,high,钢琴音乐游戏
com.ps.army.airplane.flying.simulator.games,social_entertainment,high,飞行模拟游戏
com.droppuzzle.mobiletop,social_entertainment,high,掉落解谜游戏
com.diy.boba.tasty.bobatea,social_entertainment,high,奶茶模拟游戏
com.topgamesoft.SuperGinoBros,social_entertainment,high,平台跳跃游戏
com.layla.chat,social_entertainment,high,社交聊天应用
com.video.zeroshort,social_entertainment,high,短视频应用
com.sciplay.blocks,social_entertainment,high,方块消除游戏
com.sfantasticgames.obbyrun,social_entertainment,high,跑酷闯关游戏
com.tpvapps.simpledrumkit,social_entertainment,high,简易鼓组
com.panusmos.drumstudio,social_entertainment,high,鼓乐工作室
com.wastickerapps.stickerstore,social_entertainment,high,表情包商店
com.soulgames.lunamid,social_entertainment,high,灵魂游戏
com.mecatronium.infinitydrums,social_entertainment,high,电子鼓应用
hidden.objects.find.it.out.seek.puzzle.games.free,social_entertainment,high,找物解谜游戏
com.iptv.smart.player,social_entertainment,high,IPTV电视播放
com.sprunki.box,social_entertainment,high,Sprunki音乐游戏
com.dragon.breaker.rescue.girl.color.pop.sort.jam.games,social_entertainment,high,休闲解谜游戏
com.fiogonia.blockjam,social_entertainment,high,方块消除游戏
com.Zeeppo.GuitarBand,social_entertainment,high,吉他模拟游戏
roll.unblock.ball.block.puzzle,social_entertainment,high,滚球解谜游戏
com.kalvlad.dinosaur,social_entertainment,high,恐龙跑酷游戏
com.cdtg.gunsound,social_entertainment,high,枪械音效工具
com.forgegamesfze.mastertocaboca,social_entertainment,high,儿童模拟游戏
com.elengant.games.police.van.crime.chase,social_entertainment,high,警车追逐游戏
com.bestsongsmusicmp3.oldsongmp3.oldsong.lovesong.slowrock.greatesthit,social_entertainment,high,音乐播放器
com.colorplonko.match,social_entertainment,high,颜色配对游戏
com.I.am.cat.and.granny,social_entertainment,high,恐怖休闲游戏
com.tile.home.match.puzzle.game,social_entertainment,high,家居消除游戏
com.iam.bird.flying.prankster.game,social_entertainment,high,恶搞飞行游戏
com.paintball.attack.shooting,social_entertainment,high,射击类休闲游戏
com.runninggame.street.runner,social_entertainment,high,跑酷类休闲游戏
traffic.parking.jam.escape.car3d.games,social_entertainment,high,停车解谜游戏
com.kayac.breakragdoll,social_entertainment,high,布娃娃物理游戏
tap.unblock.away,social_entertainment,high,点击解谜游戏
com.sprunkigame.sprunkihorrorgamemusicmod,social_entertainment,high,恐怖音乐模组
com.kr.city.offroad.busdriving.game,social_entertainment,high,巴士驾驶游戏
com.qoni.guesstheiranswer,social_entertainment,high,问答猜谜游戏
com.selfietime.id,social_entertainment,high,自拍相机应用
com.tocaboca.tocakitchen2,social_entertainment,high,儿童模拟游戏
com.lesou.snakezone.io.gp,social_entertainment,high,贪吃蛇游戏
com.linecorp.lineoa,social_entertainment,high,LINE官方账号应用
jigsaw.hexa.boombox,social_entertainment,high,拼图益智游戏
com.sp.slide.block.rush,social_entertainment,high,滑动方块游戏
com.max.woodenmusic,social_entertainment,high,木质音乐游戏
com.radreel.pro,social_entertainment,high,短视频应用
com.musicdym.player,social_entertainment,high,音乐播放器
com.lovegamevi.boardthetrain,social_entertainment,high,棋盘主题游戏
com.netease.tjglobal,social_entertainment,high,网易海外游戏
com.gamovation.triplemahjong,social_entertainment,medium,三消麻将游戏
games.spearmint.connectanimal,social_entertainment,high,动物连连看游戏
drama.short.reel.video.series.episode.story,social_entertainment,high,短剧视频应用
com.balloon.master.cube.match,social_entertainment,high,气球消除游戏
com.psvnMaB.Goodnight,social_entertainment,medium,晚安故事游戏
com.incrediboxgame.incrediboxsprunk,social_entertainment,high,音乐节奏游戏
com.vlv.aravali.reelsUsa,social_entertainment,high,短视频应用
batalsoft.drumsolohd.rock,social_entertainment,high,架子鼓游戏
com.telolet.basuriv3stjdraka.eurotrucksimulator,social_entertainment,high,欧洲卡车模拟
com.popreels.dramas,social_entertainment,high,短剧视频应用
com.dance.tilepopgem,social_entertainment,high,宝石消除游戏
com.dragons.merge.battle.games,social_entertainment,high,龙对战游戏
com.ballsort.hoop.color.ball.sort3d.water.puzzle.huawei,social_entertainment,high,球类解谜游戏
com.sukhavati.kingsoft.bubble.BubbleShooter.king,social_entertainment,high,泡泡射击游戏
com.huojia9.goodspartymania,social_entertainment,high,商品模拟游戏
com.battlegoods.goodsshelfmania,social_entertainment,high,货架模拟游戏
com.yg.stunt.motorcycle,social_entertainment,high,摩托车游戏
air.com.gamebrain.hocus,social_entertainment,high,益智解谜游戏
com.mehdirabiee.XtremeMotorbikes,social_entertainment,high,摩托车游戏
com.zm.nuts,social_entertainment,medium,坚果消除游戏
com.nazer.gaming.fizzy,social_entertainment,high,休闲益智游戏
com.lagg.animal.world.game,social_entertainment,high,动物模拟游戏
com.dance.happytilesclear,social_entertainment,high,音乐消除游戏
com.moviestream.shortdrama,social_entertainment,high,短剧视频播放
com.katanlabs.tilematchfruit,social_entertainment,high,水果消除游戏
com.treetheblessing.warungnasipadangsimulator,social_entertainment,high,印尼餐厅模拟
com.totalbattle,social_entertainment,high,策略战争游戏
com.boboiboy.wppgalaxyboy,social_entertainment,high,动漫休闲游戏
com.ss.us.bus.transport.simulator,social_entertainment,high,巴士运输模拟
com.daerhou.constellation,social_entertainment,high,星座运势应用
com.upwise.pinball.wizardry,social_entertainment,high,弹珠台游戏
com.dice.roll.billionaire,social_entertainment,medium,骰子休闲游戏
com.soccerping.nearme.gamecenter,social_entertainment,high,游戏中心平台
com.block.crush.fit,social_entertainment,high,方块消除游戏
com.patunatravel.mobile,transportation,medium,旅游出行预订
com.myinstankurir.instankurir,transportation,medium,快递物流服务
com.goersapp.goers,transportation,medium,出行服务应用
com.citymapper.app.release,transportation,high,城市交通导航
com.armada.ksafleetdriverapp,transportation,high,车队司机管理
com.changiairport.cagapp,transportation,medium,机场航班服务
com.mylaps.speedhive,transportation,high,赛车计时应用
com.jtexpress.sandstalk,transportation,high,极兔快递物流
co.muvmi.passenger,transportation,medium,网约车乘客端
net.skyscanner.android.main,transportation,high,航班比价出行
com.lionparcel.services.driver,transportation,high,狮途快递司机端
com.flistholding.flightplus,transportation,medium,航班预订出行
com.Jacky.RouteShuttleBus,transportation,high,公交路线查询
com.phonegap.MMBCTOURTRAVEL,transportation,medium,旅游出行预订应用
com.trust.android.daytrans,transportation,medium,交通出行服务
com.goibibo,transportation,high,Goibibo旅行交通
com.edishub.sitsdishubsurabaya,transportation,medium,地方交通服务
com.getrideapp,transportation,medium,打车出行服务
com.honda.mpp.id.ua.prd.android.sp_bxroqmjr,transportation,medium,本田汽车服务应用
