app,source,good_count,bad_count,total_count,category,confidence,reason
com.bitrue.currency.exchange,bad_only,0,1,1,other,medium,加密货币交易
com.cactus.steptracker.walk,bad_only,0,1,1,utility,high,计步器工具
com.emanuelef.remote_capture,bad_only,0,1,1,utility,high,远程屏幕捕获
com.gengcon.android.jccloudprinter,bad_only,0,1,1,utility,high,云打印工具
com.google.chromeremotedesktop,bad_only,0,1,1,utility,high,Chrome远程桌面
com.id7qt777.ntla905,bad_only,0,1,1,gambling,high,777数字博彩
com.id8777zx.nt777zxct2,bad_only,0,1,1,gambling,high,777数字博彩
com.shenyaocn.android.WebCam,bad_only,0,1,1,utility,high,网络摄像头工具
com.superchain.lbankgoogle,bad_only,0,1,1,other,medium,LBank交易平台
com.technosoftlabs.ipcalculator,bad_only,0,1,1,utility,high,IP地址计算器
com.younger.client,bad_only,0,1,1,other,low,未知应用
com.zerotier.one,bad_only,0,1,1,utility,high,虚拟组网工具
id.com.android.javapay,bad_only,0,1,1,ewallet,medium,JavaPay支付钱包
wl.smartled,bad_only,0,1,1,utility,high,智能LED灯控
com.simple.gallery.photos.videos,bad_only,0,1,1,utility,high,相册管理工具
com.gadik.cekpajaksumsel,bad_only,0,1,1,utility,high,南苏门答腊税务
com.inotafstudio.kirpalembang,bad_only,0,1,1,other,low,未知应用
com.play.music.mp3.player,bad_only,0,1,1,social_entertainment,high,MP3音乐播放器
co.reclub,bad_only,0,1,1,other,low,未知应用
com.feedpreview.layout.gridpreview.feed.planner.inplan,bad_only,0,1,1,social_entertainment,high,IG排版预览工具
com.agincourtresources.mata,bad_only,0,1,1,other,low,未知应用
com.agincourtresources.matav2,bad_only,0,1,1,other,low,未知应用
com.agincourtresources.sada,bad_only,0,1,1,other,low,未知应用
com.bblive.kiplive,bad_only,0,1,1,social_entertainment,high,直播互动应用
com.elearningforce.LMS,bad_only,0,1,1,productivity,high,在线学习管理系统
com.fd.accessplusecs.aqua,bad_only,0,1,1,other,low,未知应用
com.futeboldahora.tvbrasilpcbaru3,bad_only,0,1,1,social_entertainment,high,电视直播应用
com.microsoft.msapps,bad_only,0,1,1,productivity,high,微软PowerApps
com.pujiagames.deeeersimulator.vivo,bad_only,0,1,1,social_entertainment,high,鹿模拟器游戏
com.successfactors.successfactors,bad_only,0,1,1,productivity,high,SAP人力资源系统
aplikasi.logototo.app,bad_only,0,1,1,gambling,high,Toto彩票应用
com.finance.loan.tools.emi,bad_only,0,1,1,productivity,high,贷款EMI计算器
com.moneymanager.cashflow.finance.manager,bad_only,0,1,1,productivity,high,财务记账管理
com.cardwea.solitaireadw.ver,bad_only,0,1,1,social_entertainment,high,纸牌接龙游戏
com.color.block.jam,bad_only,0,1,1,social_entertainment,high,彩色方块消除
com.kingsfortune.happydinerstory,bad_only,0,1,1,social_entertainment,high,快乐餐厅游戏
puzzle.yarn.fever.unravel.puzzle,bad_only,0,1,1,social_entertainment,high,毛线解谜游戏
com.muslim.prayertimes.qibla.app,bad_only,0,1,1,religious,high,穆斯林礼拜时间
com.ppa_ops,bad_only,0,1,1,other,low,未知应用
com.ppapujaseraptba,bad_only,0,1,1,other,low,未知应用
com.vpnmasterx.pro,bad_only,0,1,1,utility,high,VPN代理工具
com.kyumpany.playservicesupdate,bad_only,0,1,1,utility,medium,系统服务更新模拟
com.smile.gifmaker,bad_only,0,1,1,social_entertainment,high,快手短视频应用
my.gov.onegovappstore.niise,bad_only,0,1,1,app_store,high,政府应用商店
org.chromium.webapk.a364a2fd214015abd_v2,bad_only,0,1,1,utility,high,Chrome网页应用
com.larksuite.suite,bad_only,0,1,1,productivity,high,飞书/Lark办公
ru.lithiums.autodialer,bad_only,0,1,1,utility,high,自动拨号工具
best.photo.app.rangerphoto,bad_only,0,1,1,utility,high,照片处理应用
com.andromo.dev519044.app528558,bad_only,0,1,1,other,low,Andromo生成应用
com.dana.cicil,bad_only,0,1,1,installment,high,DANA分期服务
com.gadik.cekpajakbanten,bad_only,0,1,1,utility,high,万丹省税务查询
com.golaspay.app,bad_only,0,1,1,ewallet,medium,GolasPay电子钱包
com.moladin.moladinagent,bad_only,0,1,1,shopping,high,Moladin摩托车电商
org.wordpress.android,bad_only,0,1,1,productivity,high,WordPress博客管理
internal.whitelabel.afatogel,bad_only,0,1,1,gambling,high,Afatogel彩票
com.topfreetools.socialdownload,bad_only,0,1,1,utility,high,社交视频下载
com.dddana.kelinci,bad_only,0,1,1,gambling,high,Kelinci博彩暗号
com.kantata.mitra.online.new,bad_only,0,1,1,productivity,high,Kantata劳动力管理
com.kilatcicil.android,bad_only,0,1,1,cash_loan,high,KilatCicil现金贷
com.rupi.ahku,bad_only,0,1,1,cash_loan,medium,Rupi贷款应用
com.tunai.yuk.pinjaman,bad_only,0,1,1,cash_loan,high,Tunai Yuk现金贷
org.chromium.webapk.a66b94261768e31fb_v2,bad_only,0,1,1,utility,high,Chrome网页应用
com.manh21.sidigdaya,bad_only,0,1,1,other,low,未知应用
com.meiuenn.genxbuos,bad_only,0,1,1,other,low,未知应用
com.GalacticSlice.OneBitAdventure,bad_only,0,1,1,social_entertainment,high,像素冒险游戏
com.habby.capybara,bad_only,0,1,1,social_entertainment,high,卡皮巴拉游戏
com.higgs.id.lck,bad_only,0,1,1,gambling,high,Higgs Domino棋牌
com.ironhidegames.kingdomrush.mp,bad_only,0,1,1,social_entertainment,high,王国保卫战游戏
com.nns.zbfree,bad_only,0,1,1,other,low,未知应用
com.pabloleban.IdleSlayer,bad_only,0,1,1,social_entertainment,high,放置杀手游戏
com.playedge.potential,bad_only,0,1,1,other,low,未知应用
com.rosyandroid.xme,bad_only,0,1,1,other,low,未知应用
com.setsnail.daddylonglegs,bad_only,0,1,1,social_entertainment,high,长腿爸爸游戏
com.shatteredpixel.shatteredpixeldungeon,bad_only,0,1,1,social_entertainment,high,破碎地牢游戏
com.videoeditor.reducesizevideo.videocompressor,bad_only,0,1,1,utility,high,视频压缩工具
com.zilliongames.collectionidle,bad_only,0,1,1,social_entertainment,high,放置收集游戏
iplayer.and.new.com,bad_only,0,1,1,social_entertainment,high,视频播放器
com.Motivasi.KataBijak,bad_only,0,1,1,social_entertainment,high,励志语录应用
com.gpsmaps.streetview.gpsnavigation.live.routefinder,bad_only,0,1,1,utility,high,GPS导航工具
com.videodownload.browser.videodownloader,bad_only,0,1,1,utility,high,浏览器视频下载
org.chromium.webapk.a691757b6d78496f3_v2,bad_only,0,1,1,utility,high,Chrome网页应用
photocollage.photomaker.piccollage6,bad_only,0,1,1,utility,high,照片拼图工具
com.app.cerb.mcdwg,bad_only,0,1,1,other,low,未知应用
com.blocktouchscreen.locktouch,bad_only,0,1,1,utility,high,屏幕锁定工具
com.kpc.kpc_hse_rebuild,bad_only,0,1,1,productivity,high,企业HSE管理
com.asia_info.globe.id,bad_only,0,1,1,utility,medium,Globe电信服务
com.hpai.mobile,bad_only,0,1,1,other,low,未知应用
qr.code.barcode.scanner.generator.reader,bad_only,0,1,1,utility,high,二维码扫描器
vivapay.id,bad_only,0,1,1,ewallet,medium,VivaPay电子钱包
com.antutu.ABenchMark,bad_only,0,1,1,utility,high,安兔兔跑分工具
com.dopeshort.mov.romantic,bad_only,0,1,1,social_entertainment,high,浪漫短视频
com.dream.bride.wedding.makoever,bad_only,0,1,1,social_entertainment,high,婚礼换装游戏
com.sparklingsocietytycoon.jurassicdinosaurprehistoricpark,bad_only,0,1,1,social_entertainment,high,恐龙公园游戏
com.sprunki.mod.horror.incredibox.monster.beats.music.phase,bad_only,0,1,1,social_entertainment,high,Sprunki音乐游戏
com.twizar.chef.cooking.city.mad.crazy.game,bad_only,0,1,1,social_entertainment,high,疯狂厨师游戏
dbl.play,bad_only,0,1,1,other,low,未知应用
com.clozd.live,bad_only,0,1,1,social_entertainment,high,Clozd直播应用
com.glteamstudio.spidersolitaire,bad_only,0,1,1,social_entertainment,high,蜘蛛纸牌游戏
com.goral8diean.dive.ocean,bad_only,0,1,1,social_entertainment,high,海洋潜水游戏
com.mintgames.solitaire.classic.card.game.free,bad_only,0,1,1,social_entertainment,high,经典纸牌游戏
com.myUverse.Uverse,bad_only,0,1,1,social_entertainment,medium,Uverse娱乐平台
com.poolgame.journey,bad_only,0,1,1,social_entertainment,high,台球游戏
com.screw.nut.wood.puzzle,bad_only,0,1,1,social_entertainment,high,螺丝解谜游戏
com.sd.tamcgbh,bad_only,0,1,1,other,low,未知应用
com.space.shooter.alien.galaxyattack,bad_only,0,1,1,social_entertainment,high,太空射击游戏
com.usetada.bengkelpts,bad_only,0,1,1,utility,medium,维修店管理
com.vpn.unlimited.free.private.access.fast.proxy.secure,bad_only,0,1,1,utility,high,免费VPN代理
com.carswande.spran,bad_only,0,1,1,other,low,未知应用
com.RottenHorse.CraftSlashers,bad_only,0,1,1,social_entertainment,high,像素砍杀游戏
com.bbs.grand.fire.robot.hero.fighting.flying.robot.games,bad_only,0,1,1,social_entertainment,high,机器人格斗游戏
com.ezwallpaper.zipper.lockscreen,bad_only,0,1,1,utility,high,锁屏壁纸工具
com.hayk.fliprace,bad_only,0,1,1,social_entertainment,high,翻转赛车游戏
com.rspon.pendol_rspon,bad_only,0,1,1,utility,medium,医院挂号应用
com.stickman.legend.radoll.dismounting,bad_only,0,1,1,social_entertainment,high,火柴人游戏
com.tt.mud.truck.driving.simulator.games,bad_only,0,1,1,social_entertainment,high,泥地卡车模拟
com.videodownloadmanager.allvideodownloader,bad_only,0,1,1,utility,high,视频下载管理
com.WalkTalk.FlightMaster,bad_only,0,1,1,social_entertainment,high,飞行大师游戏
com.aplikita.maulid_barzanji_paling_lengkap,bad_only,0,1,1,religious,high,伊斯兰祷文应用
com.arrows.escape,bad_only,0,1,1,social_entertainment,high,箭头逃脱游戏
com.highcore.hoopstars,bad_only,0,1,1,social_entertainment,high,篮球明星游戏
com.hmbl.connect.ball.dot.link.puzzle,bad_only,0,1,1,social_entertainment,medium,益智连线游戏
com.kalla.friends.new,bad_only,0,1,1,social_entertainment,low,社交交友应用
com.kawanlama.smartklic,bad_only,0,1,1,shopping,medium,KawanLama家居购物平台
com.kotobee.univterbuka,bad_only,0,1,1,other,medium,在线教育应用
com.marketagenpulsa.android,bad_only,0,1,1,utility,medium,话费充值代理
com.mathbrain.sudoku,bad_only,0,1,1,social_entertainment,high,数独益智游戏
com.skillacademy.mobile,bad_only,0,1,1,other,medium,职业技能学习
com.takeoffbolts.screw.puzzle,bad_only,0,1,1,social_entertainment,high,螺丝解谜游戏
digihub.kalla,bad_only,0,1,1,other,low,数字服务平台
org.chromium.webapk.a264b03e416b616ad_v2,bad_only,0,1,1,utility,high,Chrome浏览器WebAPK封装
org.chromium.webapk.adfa05bb3cfbe6960_v2,bad_only,0,1,1,utility,high,Chrome浏览器WebAPK封装
id.erpro.faznet,bad_only,0,1,1,utility,low,网络服务工具
com.clashbasepedia,bad_only,0,1,1,social_entertainment,medium,游戏攻略百科
com.nerversoft.ark.recode,bad_only,0,1,1,social_entertainment,medium,游戏模组工具
com.payjoy.status,bad_only,0,1,1,fintech_lending,high,设备分期与锁机金融工具
com.ist.lwp.koipond,bad_only,0,1,1,social_entertainment,medium,动态壁纸应用
com.appshare.shrethis.appshare,bad_only,0,1,1,utility,medium,应用分享传输
com.arkgames.neverland.mi,bad_only,0,1,1,social_entertainment,medium,休闲游戏
com.chillies.real.car.driving.simulator,bad_only,0,1,1,social_entertainment,high,驾驶模拟游戏
com.digitalclocks.smartclockdesign.app,bad_only,0,1,1,utility,medium,桌面时钟组件
com.hopefactory2021.gpscamera,bad_only,0,1,1,utility,high,GPS定位相机
com.iconpln.co.id.acmtbacaulang,bad_only,0,1,1,utility,high,印尼国家电力缴费
com.launcher.smart.cool.black.theme,bad_only,0,1,1,utility,medium,手机桌面启动器
com.lst.bilpay,bad_only,0,1,1,utility,medium,账单支付工具
com.nebulajoy.act.dmcpoc.asia.mi,bad_only,0,1,1,social_entertainment,low,休闲游戏
com.otoreport.newpropanaapp,bad_only,0,1,1,other,low,行业报表工具
com.otoreport.sdpmobile,bad_only,0,1,1,other,low,企业移动办公
com.simpthink.qiblafinder,bad_only,0,1,1,religious,high,穆斯林礼拜朝向查找工具
com.tap4fun.odin.kingdomguard.flexion,bad_only,0,1,1,social_entertainment,high,策略塔防游戏
com.tongameyerogatman.infotagihan,bad_only,0,1,1,utility,medium,账单查询工具
com.voicerecorder.audiorecorder.speechtotext,bad_only,0,1,1,utility,high,录音转文字工具
com.wallpaperscraft.wallpaperscraft_parallax,bad_only,0,1,1,social_entertainment,high,动态壁纸美化应用
com.zip.ykpmobile,bad_only,0,1,1,other,low,未知企业应用
id.application.surveypemutakhirandataap2t,bad_only,0,1,1,productivity,medium,数据调查采集工具
com.alishroot.photovideomakerwithsong,bad_only,0,1,1,social_entertainment,medium,照片视频制作工具
com.ext.ui,bad_only,0,1,1,utility,low,系统界面扩展
com.game.moneyrain,bad_only,0,1,1,social_entertainment,medium,休闲赚钱游戏
com.godaily.app,bad_only,0,1,1,other,low,日常资讯应用
com.kreditplus.kpm,bad_only,0,1,1,cash_loan,high,印尼知名现金贷平台Kredit Plus
com.tt.android.dm.view,bad_only,0,1,1,other,low,未知工具应用
com.wifihacker.whousemywifi.wifirouter.wifisecurity,bad_only,0,1,1,utility,medium,WiFi安全检测
jawab.soal.matematika,bad_only,0,1,1,productivity,medium,数学解题学习工具
smd.tahu.melesat,bad_only,0,1,1,social_entertainment,low,休闲小游戏
com.t4a.guitartuner,bad_only,0,1,1,social_entertainment,medium,乐器调音工具
com.GamesEZ.CustomClubOnline,bad_only,0,1,1,social_entertainment,medium,在线俱乐部游戏
com.Locos.MBS,bad_only,0,1,1,social_entertainment,low,休闲游戏
com.balukuapp.baluku,bad_only,0,1,1,other,low,本地生活应用
com.horror.sprunky.beast.sound,bad_only,0,1,1,social_entertainment,medium,恐怖音效游戏
com.wildspike.wormhunt,bad_only,0,1,1,social_entertainment,medium,休闲狩猎游戏
com.rongrit.sahaalah,bad_only,0,1,1,other,low,未知应用
com.transkalinggajaya.mobile,bad_only,0,1,1,transportation,medium,客运交通出行服务
id.persebaya,bad_only,0,1,1,social_entertainment,medium,足球俱乐部官方
com.gps.maps.camera.geotag,bad_only,0,1,1,utility,high,地理标记相机
com.nimbus.gpsphoto,bad_only,0,1,1,utility,high,GPS拍照工具
com.led595.powerledlts,bad_only,0,1,1,utility,medium,灯光控制工具
com.tanbihun.cekpajakjabar,bad_only,0,1,1,utility,high,西爪哇税务查询
com.bingo.cruise.free.best.top.game,bad_only,0,1,1,gambling,high,宾果棋牌博彩游戏
com.hssoft.IAmFighter,bad_only,0,1,1,social_entertainment,medium,格斗游戏
com.jjkdf.efhweet.erfj,bad_only,0,1,1,other,low,混淆包名应用
com.gojek.driver.bike,bad_only,0,1,1,transportation,high,Gojek摩托车司机端应用
com.brbungarendahapp.guidetips,bad_only,0,1,1,other,low,攻略指南应用
com.caiir.danatipspinjaman,bad_only,0,1,1,cash_loan,medium,贷款攻略与导流应用
com.kasbon.id,bad_only,0,1,1,cash_loan,high,预支工资现金贷平台
com.kredittunai.creditcash,bad_only,0,1,1,cash_loan,high,Kredit Tunai现金贷应用
com.haishifang.blackmusic,bad_only,0,1,1,social_entertainment,medium,音乐播放器
com.admin1.coin,bad_only,0,1,1,gambling,medium,虚拟币/棋牌游戏
com.highstarapp.coolfancytextgenerator,bad_only,0,1,1,social_entertainment,medium,花式字体生成器
com.xp.fancy.text.generator,bad_only,0,1,1,social_entertainment,medium,特殊字体生成工具
id.samudera.mobile_dpsiu_membership,bad_only,0,1,1,other,low,会员管理应用
com.wego.android,bad_only,0,1,1,transportation,high,Wego旅行机票预订
org.chromium.webapk.a1c564a169c0c8c0b_v2,bad_only,0,1,1,utility,high,Chrome浏览器WebAPK封装
org.chromium.webapk.a2fd70ba9abf7f7eb_v2,bad_only,0,1,1,utility,high,Chrome浏览器WebAPK封装
org.chromium.webapk.a63bfd26557c5ce71_v2,bad_only,0,1,1,utility,high,Chrome浏览器WebAPK封装
cafe.f403.ascent,bad_only,0,1,1,other,low,餐饮点单应用
com.akifahid,bad_only,0,1,1,other,low,未知应用
com.backupcontacts.easycontactsbackup,bad_only,0,1,1,utility,high,通讯录备份工具
com.blueprint.mobileprint,bad_only,0,1,1,utility,medium,移动打印工具
com.doublep.wakey,bad_only,0,1,1,utility,medium,闹钟提醒工具
com.google.android.cts,bad_only,0,1,1,utility,high,谷歌兼容性测试
com.lelaer.yshelper,bad_only,0,1,1,utility,low,辅助工具应用
com.miraisoft.shiori,bad_only,0,1,1,other,low,未知应用
deliveryman.indopaket.android,bad_only,0,1,1,transportation,medium,IndoPaket快递配送
jp.co.canon.bsd.ad.pixmaprint,bad_only,0,1,1,utility,high,佳能打印服务
com.Slack,bad_only,0,1,1,productivity,high,企业团队办公通讯软件
com.apktime.apktime,bad_only,0,1,1,app_store,high,第三方APK应用商店
com.figure.d8a,bad_only,0,1,1,other,low,未知应用
com.fungroup.hw77,bad_only,0,1,1,gambling,high,777棋牌老虎机赌博应用
com.id8svip2.ntla80,bad_only,0,1,1,gambling,high,VIP老虎机赌博应用
com.ididrgame.ntla42,bad_only,0,1,1,gambling,high,棋牌赌博游戏
com.pgn.customer,bad_only,0,1,1,utility,high,印尼国家燃气缴费
com.sampingan.agentapp,bad_only,0,1,1,utility,medium,兼职代理工具
com.sidemangmobile,bad_only,0,1,1,other,low,未知应用
touch.assistivetouch.easytouch,bad_only,0,1,1,utility,high,悬浮触控辅助
com.heytap.health.international,bad_only,0,1,1,utility,high,健康运动管理
com.ojrbqscg.tdi553.qhlebmfb,bad_only,0,1,1,other,low,混淆包名应用
com.xdunia777.app,bad_only,0,1,1,gambling,high,777棋牌赌博
com.Corei9.Cara_melihat_status_wa_tanpa_diketahui,bad_only,0,1,1,social_entertainment,medium,隐身查看WA状态
com.clean.fast.launcher,bad_only,0,1,1,utility,medium,手机清理启动器
com.pdfreader.file.document.viewer,bad_only,0,1,1,utility,high,PDF文档阅读器
com.ptmarketplaceio.jualxbeli,bad_only,0,1,1,shopping,medium,JualxBeli二手交易平台
com.zombiesiege.turret,bad_only,0,1,1,social_entertainment,medium,僵尸塔防游戏
connect.poca.android,bad_only,0,1,1,social_entertainment,medium,Poca社交聊天应用
com.coolmobilesolution.fastscannerfree,bad_only,0,1,1,utility,high,快速扫描工具
com.siaba,bad_only,0,1,1,other,low,未知应用
com.telkombillcheck.android,bad_only,0,1,1,utility,high,印尼电信账单查询
ai.video.generator,bad_only,0,1,1,social_entertainment,medium,AI视频生成工具
id.restorannelayan.membership,bad_only,0,1,1,other,low,餐厅会员应用
air.com.rosytales.greathairprincessbeautysalon,bad_only,0,1,1,social_entertainment,medium,公主美发游戏
com.AestheticGames.SoundArtists,bad_only,0,1,1,social_entertainment,medium,音乐节奏游戏
com.apigacor88,bad_only,0,1,1,gambling,high,Gacor88老虎机赌博
com.id38768slots.nt8768slots,bad_only,0,1,1,gambling,high,Slots老虎机赌博应用
com.id7qt777.ntla2,bad_only,0,1,1,gambling,high,777棋牌赌博游戏
com.wFav77_17978004,bad_only,0,1,1,gambling,high,Fav77棋牌赌博平台
com.MA.LAC,bad_only,0,1,1,other,low,未知应用
com.minecrafting.building.krafts,bad_only,0,1,1,social_entertainment,medium,我的世界游戏模组
com.say.hai.joiya,bad_only,0,1,1,social_entertainment,low,社交语音应用
com.streamapp.vistastrmm,bad_only,0,1,1,social_entertainment,medium,视频流媒体
com.vidow.videodownloader.storysaver,bad_only,0,1,1,utility,high,视频下载保存工具
pink.house.mods.edition,bad_only,0,1,1,social_entertainment,medium,游戏模组
ujc.junkcleaner.app,bad_only,0,1,1,utility,high,手机垃圾清理加速
LMHMOD.PRO,bad_only,0,1,1,social_entertainment,medium,游戏修改器
com.PlyamaGames.ToyForCats,bad_only,0,1,1,social_entertainment,medium,猫咪互动游戏
com.corrodinggames.rts,bad_only,0,1,1,social_entertainment,medium,即时战略游戏
com.gameparadiso.milkchoco,bad_only,0,1,1,social_entertainment,high,多人射击游戏
com.knstudios.antsmasher,bad_only,0,1,1,social_entertainment,medium,休闲解压游戏
com.overwolf.mcpedl,bad_only,0,1,1,social_entertainment,medium,游戏资源下载
com.zdun.iremote,bad_only,0,1,1,utility,medium,万能遥控工具
com.id.iconpln.cmt_bu_new,bad_only,0,1,1,utility,high,印尼电力服务
com.uidjabar.niaga,bad_only,0,1,1,utility,medium,西爪哇企业服务
id.co.iconpln.pln_crm,bad_only,0,1,1,utility,high,电力客户管理
com.first75.voicerecorder2,bad_only,0,1,1,utility,high,语音录音工具
com.plaincode.clinometer,bad_only,0,1,1,utility,medium,坡度测量工具
com.app.cerb.mcbp8,bad_only,0,1,1,other,low,未知企业应用
com.psi.kaspro.merchant,bad_only,0,1,1,productivity,medium,商户收银管理系统
com.ultimateguitar.tabs,bad_only,0,1,1,social_entertainment,medium,吉他谱工具
net.chordify.chordify,bad_only,0,1,1,social_entertainment,medium,和弦识别工具
com.jb.emoji.gokeyboard,bad_only,0,1,1,utility,medium,表情键盘输入法
com.lookout,bad_only,0,1,1,utility,high,手机安全杀毒软件
id.go.papua.absensi,bad_only,0,1,1,productivity,medium,巴布亚考勤打卡系统
xyz.gl.animevsub,bad_only,0,1,1,social_entertainment,medium,动漫追番应用
com.neoparty.pro,bad_only,0,1,1,social_entertainment,medium,派对社交游戏
com.tdp.dada,bad_only,0,1,1,other,low,未知应用
com.id78svip.ntla7,bad_only,0,1,1,gambling,high,VIP老虎机赌博应用
com.kreditplus.deasy.android,bad_only,0,1,1,cash_loan,high,Kredit Plus分期借贷
id.yessscredit.mirta,bad_only,0,1,1,cash_loan,high,Yesss Credit现金贷平台
webviewgold.gold.webview.onlineappcreator.com.sendapp,bad_only,0,1,1,utility,low,网页封装应用
com.zzsj.sea.and,bad_only,0,1,1,other,low,未知应用
com.betteridea.video.split,bad_only,0,1,1,utility,medium,视频剪辑工具
com.gk.speed.booster.tool,bad_only,0,1,1,utility,high,手机运行加速工具
com.app.cerb.mcs36,bad_only,0,1,1,other,low,未知企业应用
com.asianmobile.speedmeter,bad_only,0,1,1,utility,medium,网速测速工具
com.topan77,bad_only,0,1,1,gambling,high,Topan77棋牌赌博
xyz.hermez.edc,bad_only,0,1,1,other,low,未知应用
Uxpp.UC,bad_only,0,1,1,other,low,未知应用
com.bamboo.connection.fast.one.click,bad_only,0,1,1,utility,medium,网络连接工具
com.elevenst,bad_only,0,1,1,shopping,high,11st韩国电商平台
com.gmeremit.online.gmeremittance_native,bad_only,0,1,1,utility,medium,跨境汇款工具
com.inficare.jrf,bad_only,0,1,1,other,low,未知应用
com.knb.psb,bad_only,0,1,1,other,low,未知应用
com.moent.vas,bad_only,0,1,1,other,low,增值服务应用
com.skmnc.gifticon,bad_only,0,1,1,shopping,medium,礼品卡兑换购物
com.skt.skaf.OA00026910,bad_only,0,1,1,utility,medium,韩国电信服务
com.skt.smartbill,bad_only,0,1,1,utility,medium,账单管理工具
com.skt.tmap.ku,bad_only,0,1,1,transportation,high,Tmap韩国导航地图
com.sktelecom.tauth,bad_only,0,1,1,utility,medium,电信认证服务
com.ubercab,bad_only,0,1,1,transportation,high,Uber网约车出行
kr.co.captv.pooqV2,bad_only,0,1,1,social_entertainment,medium,韩国视频流媒体
skplanet.musicmate,bad_only,0,1,1,social_entertainment,medium,音乐播放应用
com.all.social.video.downloader,bad_only,0,1,1,utility,high,社交视频下载
com.lippomalls.styles,bad_only,0,1,1,shopping,medium,Lippo商场购物应用
com.vcfgh6ccfhu.vxdff.ojl,bad_only,0,1,1,other,low,混淆包名应用
com.etoolkit.lovecollage,bad_only,0,1,1,social_entertainment,medium,照片拼图工具
com.game.suf_android,bad_only,0,1,1,social_entertainment,medium,休闲游戏
old.street.fighter.nostalg,bad_only,0,1,1,social_entertainment,medium,格斗怀旧游戏
piano.game.music.beat.tiles,bad_only,0,1,1,social_entertainment,high,钢琴节奏游戏
uni.UNI7AF840E.momoyo,bad_only,0,1,1,other,low,未知应用
com.amazon.aa.attribution,bad_only,0,1,1,utility,high,亚马逊归因服务
com.id3c8vip2.ntla14,bad_only,0,1,1,gambling,high,VIP老虎机赌博
com.yasindantahlil.nu.dzikir,bad_only,0,1,1,religious,high,穆斯林祈祷念词应用
com.draw.sketch.ardrawing.paint.anime,bad_only,0,1,1,social_entertainment,medium,绘画涂鸦工具
com.komi.Komikomi,bad_only,0,1,1,social_entertainment,medium,漫画阅读应用
com.trading.strategies.easy,bad_only,0,1,1,productivity,medium,交易策略学习工具
alkitab.or.id.alkitab.tb.lai,bad_only,0,1,1,religious,high,印尼语圣经阅读应用
org.chromium.webapk.aceb8da7589ca814b_v2,bad_only,0,1,1,utility,high,Chrome浏览器WebAPK封装
com.astertaskmirror.gappss,bad_only,0,1,1,utility,low,任务镜像工具
com.bbg.drwaonepuzzle.drawline.braingames.brainpuzzle.braintest,bad_only,0,1,1,social_entertainment,high,脑力解谜游戏
com.boboworld.apps.hoteldiary,bad_only,0,1,1,other,low,酒店记录应用
com.cdg.tictactoe,bad_only,0,1,1,social_entertainment,medium,井字棋休闲游戏
com.face.draw.one.line.paint.challenge.funfilter,bad_only,0,1,1,social_entertainment,medium,一笔画挑战游戏
com.games.whodiesfirst,bad_only,0,1,1,social_entertainment,medium,聚会问答游戏
com.id1333666.nt333666ct3,bad_only,0,1,1,gambling,high,数字棋牌赌博游戏
com.lucky.ways,bad_only,0,1,1,gambling,medium,Lucky Ways博彩游戏
com.mywifi.hastanet,bad_only,0,1,1,utility,medium,WiFi管理工具
com.pilgrimsgames.p4,bad_only,0,1,1,social_entertainment,medium,策略游戏
com.ruletimerstackpro.gappss,bad_only,0,1,1,utility,medium,计时器工具
com.spinner.finger.draw.art,bad_only,0,1,1,social_entertainment,medium,指尖绘画游戏
com.starplay.spider.fighter.openworld,bad_only,0,1,1,social_entertainment,medium,蜘蛛侠格斗游戏
com.townstore.and.gg.en,bad_only,0,1,1,social_entertainment,medium,模拟经营游戏
addon.minecraft.mod.craft.sword,bad_only,0,1,1,social_entertainment,medium,我的世界游戏模组
air.com.ulord.zezzsim,bad_only,0,1,1,social_entertainment,medium,模拟经营游戏
battle.iron.suit,bad_only,0,1,1,social_entertainment,high,含battle关键词，属动作游戏
casual.merge.brainzoot.war.fight,bad_only,0,1,1,social_entertainment,high,含merge/war关键词，属休闲游戏
casual.obby.escape.prison.rat.dance,bad_only,0,1,1,social_entertainment,high,含obby/escape关键词，属跑酷游戏
casual.prison.escape.obby.challenge,bad_only,0,1,1,social_entertainment,high,含obby/escape关键词，属跑酷游戏
casual.tralala.guys.race.fall.run,bad_only,0,1,1,social_entertainment,high,含race/run关键词，属休闲游戏
colody.zipper.lockscreen.wallpaper.zipperlock,bad_only,0,1,1,utility,high,含lockscreen/wallpaper，属锁屏工具
com.AlHikmahMustopa.UltraOrbReader,bad_only,0,1,1,utility,medium,含Reader关键词，属阅读工具
com.Brainrot.Evolution,bad_only,0,1,1,social_entertainment,high,含Evolution关键词，属休闲游戏
com.GamechangerWorld.craft2024,bad_only,0,1,1,social_entertainment,high,含craft关键词，属沙盒游戏
com.HikmahMustopa.ScannerXUltraCard,bad_only,0,1,1,utility,high,含Scanner关键词，属扫描工具
com.HikmahMustopa.UltraCoinScanZ,bad_only,0,1,1,utility,high,含Scan关键词，属识别工具
com.JabazavrStudioCraftia.OneBlock,bad_only,0,1,1,social_entertainment,high,含Craft关键词，属沙盒游戏
com.KavaFourG.HeartContainers,bad_only,0,1,1,social_entertainment,medium,游戏相关包名，属娱乐应用
com.Lava.Mode.Parkour.Race.Craft,bad_only,0,1,1,social_entertainment,high,含Parkour/Race，属跑酷游戏
com.ManyCraftGames.Bikini.Bottom,bad_only,0,1,1,social_entertainment,high,含Craft/Games，属沙盒游戏
